city,companyId,companySize,businessZones,firstType,secondType,education,industryField,positionId,positionAdvantage,positionName,positionLables,salary,workYear
上海,2002,150-500人,"['龙华', '植物园', '上海南站']",运营,运营,本科,"移动互联网,电子商务",2320870,"足球氛围,福利多,空间大,免费午餐",足球分析师,"['分析师', '内容']",6k-8k,应届毕业生
上海,149677,少于15人,['淮海路'],金融,天使投资/VC/PE,本科,金融,2411279,资深团队；交通便利；考虑留用,分析师,['分析师'],2k-3k,应届毕业生
上海,57577,15-50人,['张江'],金融类,金融类-天使投资/VC/PE,本科,数据服务,2527100,"互联网VC,活力团队,资深创投人",分析师,['分析师'],3k-4k,应届毕业生
上海,93141,500-2000人,,技术,后端开发,本科,"移动互联网,金融",2561181,丰厚年终将,数据工程师,['数据'],10k-18k,应届毕业生
上海,143807,少于15人,,金融,天使投资/VC/PE,硕士,金融,2501433,"按日计酬,氛围轻松",分析师（实习生）,['分析师'],3k-6k,应届毕业生
上海,73539,15-50人,"['田林', '徐家汇']",市场与销售,数据分析,本科,数据服务,2517307,五险一金、带薪年假、员工旅游、弹性工作日,商业数据分析,"['商业', '数据分析', '数据', 'BI']",6k-8k,应届毕业生
上海,146592,150-500人,['龙华'],市场与销售,供应链,本科,电子商务,2388082,"晋升机会,专业培训,美味三餐,美女老板",数据分析专员,"['数据分析', '仓储', '数据']",4k-6k,应届毕业生
上海,7069,2000人以上,,产品/需求/项目类,数据分析,本科,电子商务,2531473,"专业团队,薪酬福利优,免费化妆品,工作氛围好",商业数据分析,"['商业', '数据分析', '数据', 'BI']",4k-6k,应届毕业生
上海,25499,2000人以上,"['东外滩', '陆家嘴', '外滩']",市场与销售,数据分析,本科,数据服务,2168175,"新兴产业,跨国平台,团队氛围,薪资",品牌保护分析师实习生,"['商业', '分析师', '品牌']",2k-3k,应届毕业生
上海,47063,50-150人,"['淮海路', '人民广场', '老西门']",职能,人力资源,大专,招聘,2463114,福利待遇佳,数据合同管理助理（本部）,['数据'],4k-5k,应届毕业生
上海,113080,500-2000人,['唐镇'],技术,后端开发,本科,"金融,数据服务",2428072,"银联下属,金融互联网,技术开发,待遇佳",银联数据2017年校园招聘信息,"['招聘', '高校', 'C', '数据']",10k-20k,应届毕业生
上海,23177,500-2000人,"['五里桥', '打浦桥', '制造局路']",技术,后端开发,本科,金融,2427495,"机会挑战,团队技术牛,团队年轻,工作环境好",数据系统工程师-CR2017-SH2907,"['数据', '系统']",10k-15k,应届毕业生
上海,7502,150-500人,"['龙华', '上海体育场', '万体馆']",市场与销售,数据分析,本科,"企业服务,数据服务",2427570,五险一金 绩效奖金 带薪年假 节日福利,需求分析师【数云校招】,"['商业', '分析师', '需求分析']",6k-8k,应届毕业生
上海,2002,150-500人,"['龙华', '植物园', '上海南站']",运营,运营,本科,"移动互联网,电子商务",2320852,"足球氛围,福利多,空间大,免费午餐",足球数据维护,['数据'],5k-6k,应届毕业生
上海,7502,150-500人,,技术,后端开发,硕士,"企业服务,数据服务",2414492,大牛团队，奶妈助攻，专业培养，就等你来！,大数据算法工程师【校招】,"['大数据', '数据', '算法']",10k-15k,应届毕业生
上海,25499,2000人以上,"['东外滩', '陆家嘴', '外滩']",市场与销售,市场/营销,本科,数据服务,1581296,积极职业前景，融洽的团队氛围,商业数据分析 - 知识产权方向,"['知识产权', '数据分析', '数据', 'BI']",6k-7k,应届毕业生
上海,35713,2000人以上,,产品/需求/项目类,数据分析,硕士,企业服务,2575519,"业内最专业,成长空间大,培训多多,决策支持",运营分析师/数据分析师,"['高级', '数据分析', '专员', '商业', '业务运营', '运营']",10k-17k,1-3年
上海,47993,50-150人,"['漕宝路', '万源城', '东兰路']",设计,数据分析,大专,生活服务,2549808,晋升空间大,数据分析师,"['分析师', '数据分析', '数据']",7k-14k,1-3年
上海,55581,2000人以上,"['吴江路', '上海电视台', '南京西路']",市场与销售,市场/营销,硕士,"移动互联网,O2O",657586,万亿级O2O平台 一年两次调薪 半年度奖金,数据分析师,"['分析师', '数据分析', '数据']",10k-19k,1-3年
上海,42029,50-150人,,设计,数据分析,不限,金融,2509282,"从“0到1,区块链,比特币,国际化团队",数据分析师,"['分析师', '数据分析', '数据']",8k-16k,1-3年
上海,73757,2000人以上,"['大柏树', '运光', '江湾']",金融,天使投资/VC/PE,本科,"企业服务,金融",2299645,"平台大,舒适的环境,和谐的氛围",数据分析师,"['分析师', '数据分析', '数据']",6k-8k,1-3年
上海,30533,500-2000人,"['交通大学', '虹桥', '徐家汇']",设计,数据分析,本科,"移动互联网,O2O",2459208,弹性工作、五险一金、大牛如云,大数据分析师,"['分析师', '大数据', '数据分析', '数据']",15k-25k,1-3年
上海,10215,500-2000人,"['汶水路', '大宁路', '闸北公园']",设计,用户研究,本科,游戏,2028802,五险一金，补充医疗，餐费补贴，美女多,数据分析师,"['分析师', '数据分析', '数据']",10k-20k,1-3年
上海,22321,150-500人,"['汶水路', '大宁路', '共和新路']",市场与销售,市场/营销,本科,"数据服务,文化娱乐",1139011,定期体检 国外outing 弹性工作 绩效奖金,数据分析师,"['分析师', '数据分析', '数据']",10k-20k,1-3年
上海,32836,500-2000人,"['八佰伴', '东外滩', '梅园']",技术,软件开发,本科,O2O,2166913,数据驱动，风口发展平台，双休,数据分析师,"['分析师', '数据分析', '数据', 'BI']",10k-20k,1-3年
上海,34683,500-2000人,,技术,后端开发,本科,金融,2462379,C轮 技术金融 美式氛围 无限量零食饮料,大数据分析师,"['分析师', '大数据', '数据分析', '数据']",10k-20k,1-3年
上海,51480,2000人以上,"['长征', '曹杨']",开发/测试/运维类,数据开发,本科,移动互联网,2579570,弹性工作、发展空间大、带薪年假、加班餐,数据分析师,,10k-15k,1-3年
上海,30830,500-2000人,"['东外滩', '梅园', '源深体育中心']",设计,数据分析,本科,"移动互联网,文化娱乐",2480295,"领导大牛,团队优秀",数据分析师,"['分析师', '数据分析', '数据']",8k-15k,1-3年
上海,126229,50-150人,,设计,数据分析,不限,"移动互联网,电子商务",2245520,"数据分析,数据挖掘,数据",数据分析师,"['分析师', '数据分析', '数据']",6k-12k,1-3年
上海,16975,2000人以上,"['南码头', '六里', '东明路']",设计,数据分析,硕士,金融,2552846,纳斯达克上市公司；数量级大；建模分析,数据分析师,"['分析师', '数据分析', '数据']",8k-15k,1-3年
上海,37571,15-50人,"['徐家汇', '交通大学']",产品,高端产品职位,本科,"移动互联网,数据服务",1772308,五险一金 年终奖金 员工旅游,高级数据分析师,"['分析师', '数据分析', '数据']",10k-20k,1-3年
上海,35713,2000人以上,"['吴江路', '上海电视台', '南京西路']",设计,用户研究,硕士,企业服务,608907,万亿级O2O平台 一年两次调薪 半年度奖金,数据分析师,"['分析师', '数据分析', '数据']",10k-18k,1-3年
上海,47993,50-150人,,设计,数据分析,本科,生活服务,2536296,高速发展 晋升空间大 团队背景深厚,大数据分析师,"['分析师', '大数据', '数据分析', '数据']",10k-20k,1-3年
上海,13163,150-500人,,设计,用户研究,本科,移动互联网,2551555,带薪年假 五险一金 生日Party 餐补,数据分析师,"['分析师', '数据分析', '数据']",15k-25k,1-3年
上海,35049,150-500人,"['虹桥', '虹梅路', '田林']",产品/需求/项目类,数据分析,本科,"移动互联网,数据服务",2570828,"互联网汽车,弹性工作,定期体检",数据分析员,['数据分析'],10k-15k,1-3年
上海,110636,少于15人,"['东方路', '塘桥', '潍坊', '东方路', '潍坊', '塘桥']",设计,数据分析,本科,"数据服务,企业服务",1725342,五险一金、带薪年假、餐补,数据分析师,"['分析师', '数据分析', '数据']",8k-15k,1-3年
上海,44548,500-2000人,,设计,用户研究,本科,"移动互联网,电子商务",2505881,大平台、团队氛围好、福利完善,数据分析师,"['分析师', '数据分析', '数据']",10k-20k,1-3年
上海,54000,150-500人,"['五角场', '大学区', '长海医院']",技术,数据开发,本科,"移动互联网,金融",2439826,"好吃,好喝,好玩,好多美女",数据分析师,"['分析师', '数据分析', '数据挖掘', '数据']",15k-30k,1-3年
上海,14319,500-2000人,['唐镇'],技术,运维安全,大专,"移动互联网,企业服务",2478163,入职即购买五险一金，带薪年假，员工旅游,数据分析师,"['数据仓库', '分析师', '数据分析', '数据']",10k-16k,1-3年
上海,124159,50-150人,"['打浦桥', '斜土路', '日晖']",设计,数据分析,本科,"移动互联网,文化娱乐",2445672,电子竞技平台大数据分析,大数据分析师,"['分析师', '大数据', '数据分析', '数据']",10k-20k,1-3年
上海,3112,500-2000人,['张江'],职能,财务,大专,"移动互联网,教育",2281248,即将上市股权激励、带娃上班、年底多薪,财务数据分析师(J10063),"['分析师', '数据分析', '财务', '数据']",8k-15k,1-3年
上海,40092,150-500人,,技术,后端开发,本科,"移动互联网,金融",2005167,"氛围好,期权,健身房,私厨",数据分析师,"['分析师', '数据分析', '数据']",10k-20k,1-3年
上海,21218,150-500人,"['东外滩', '陆家嘴', '外滩']",金融,天使投资/VC/PE,本科,金融,2274995,薪资福利好 大数据,行业数据分析师,"['行业研究', '分析师', '数据分析', '数据']",10k-20k,1-3年
上海,622,2000人以上,"['汶水路', '大宁路', '闸北公园']",运营,运营,本科,"移动互联网,O2O",1245619,Google老板-技术氛围-高成长-领军企业,数据分析师,"['分析师', '数据分析', '数据']",10k-20k,1-3年
上海,59330,150-500人,"['华师大', '长风公园', '长征']",产品/需求/项目类,数据分析,本科,电子商务,2577147,"汽车电商,互联网公司,扁平化管理,发展快",数据分析师,"['数据分析', '数据', '分析师']",12k-15k,1-3年
上海,47956,2000人以上,,设计,用户研究,本科,金融,2309151,快速的职业成长、优秀的导师、良好的福利,数据分析师/数据工程师,"['分析师', '数据分析', '数据']",8k-15k,1-3年
上海,27061,2000人以上,"['世纪公园', '花木', '塘桥']",技术,后端开发,本科,电子商务,2536576,"免费三餐,大平台",数据分析师,"['分析师', '数据分析', '后端开发', '数据']",15k-25k,1-3年
上海,82809,500-2000人,['淞南'],市场与销售,市场/营销,本科,"移动互联网,电子商务",2065573,做五休二、弹性工作、带薪年假、五险一金,数据分析师,"['分析师', '数据分析', '数据']",8k-15k,1-3年
上海,6636,2000人以上,"['北新泾', '长征', '金沙江路']",运营,运营,本科,"移动互联网,旅游",1657006,机会多，平台大，晋升快,高级数据分析师,"['分析师', '数据分析', '数据']",9k-15k,1-3年
上海,59618,150-500人,"['周家嘴路', '长阳路', '黄兴公园']",市场与销售,市场/营销,硕士,"企业服务,O2O",1210371,薪酬工资高、发展前景、行业标杆、美女多,商业数据分析师,"['分析师', '数据分析', '数据', 'BI']",10k-18k,1-3年
上海,71902,15-50人,,市场与销售,市场/营销,本科,"移动互联网,数据服务",2359958,福利待遇优厚，晋升空间大,数据分析师,"['分析师', '数据分析', '数据']",8k-15k,1-3年
上海,4448,500-2000人,"['世纪公园', '花木', '塘桥']",市场与销售,市场/营销,本科,"移动互联网,金融",591162,"期权激励,带薪年假,弹性工作,年底多薪",高级数据分析师,"['分析师', '数据分析', '数据']",12k-24k,1-3年
上海,24587,150-500人,,产品/需求/项目类,数据分析,本科,金融,2566134,富诱惑力的薪酬、良好的发展机会,金融数据分析师,"['数据分析', '金融', '数据', '分析师']",10k-20k,1-3年
上海,35200,150-500人,"['平凉路', '长阳路', '周家嘴路']",金融,投融资,大专,金融,1729884,半年调薪、年底双薪,数据统计分析师,"['分析师', '数据']",6k-8k,1-3年
上海,14319,500-2000人,"['陆家嘴', '梅园', '八佰伴']",技术,运维安全,大专,"移动互联网,企业服务",2476170,入职即购买五险一金，带薪年假，员工旅游,数据分析师,"['数据仓库', '分析师', '数据分析', '数据']",8k-16k,1-3年
上海,73937,150-500人,"['上海电视台', '南京西路', '人民广场']",金融,天使投资/VC/PE,本科,移动互联网,1892370,"晋升空间,学习挑战,带薪年假,弹性工作",数据分析师,"['行业研究', '分析师', '数据分析', '数据']",10k-18k,1-3年
上海,146,150-500人,"['东方路', '塘桥', '潍坊']",设计,数据分析,本科,旅游,885566,期权+弹性工作时间+午餐补助+补充医疗,数据分析师,"['分析师', '数据分析', '数据']",8k-15k,1-3年
上海,32042,150-500人,"['金杨新村', '金桥', '碧云社区']",技术,软件开发,本科,"移动互联网,金融",1897377,"带薪年假,五险一金,节日福利,帅哥美女",数据分析师,"['分析师', '数据分析', '数据', 'BI']",10k-15k,1-3年
上海,687,50-150人,,设计,用户研究,本科,"电子商务,旅游",2136319,美式管理 晋升空间 带薪出境游,数据分析师,"['分析师', '数据分析', '数据']",9k-15k,1-3年
上海,73043,150-500人,"['八佰伴', '东外滩', '梅园']",设计,用户研究,本科,"金融,数据服务",2561891,六险一金 福利补贴 年终奖金,高级数据分析师,"['分析师', '数据分析', '数据']",15k-20k,1-3年
上海,9343,500-2000人,"['交通大学', '徐家汇', '淮海西路']",设计,数据分析,本科,移动互联网,2441805,更快的成长，简单直接，和优秀的人一起工作,数据分析师,"['分析师', '数据分析', '数据']",8k-16k,1-3年
上海,6636,2000人以上,,设计,数据分析,本科,"移动互联网,旅游",2378909,数据分析挖掘,数据分析师,"['分析师', '数据分析', '数据']",15k-25k,1-3年
上海,21236,500-2000人,"['漕宝路', '田林', '漕河泾']",运营,运营,本科,"移动互联网,医疗健康",1969335,周末双休 带薪年假 人才推荐奖 节日福利,数据分析师-用户画像方向,"['分析师', '数据分析', '数据']",10k-15k,1-3年
上海,2002,150-500人,"['龙华', '植物园', '上海南站']",设计,用户研究,本科,"移动互联网,电子商务",1294389,最cool的产品+最cool的团队+最给力的￥,数据分析师,"['分析师', '数据分析', '数据']",6k-12k,1-3年
上海,622,2000人以上,,运营,运营,本科,"移动互联网,O2O",2444331,领导nice.移动互联网.扁平管理.氛围好.,数据分析师,"['分析师', '数据分析', '数据']",10k-20k,1-3年
上海,93989,少于15人,['老闵行'],技术,项目管理,博士,企业服务,2529979,"五险一金,带薪年假,免费餐饮,活动丰富",高级数据分析师（咨询方向）,"['分析师', '数据分析', '咨询', '数据']",10k-20k,1-3年
上海,117408,15-50人,"['金杨新村', '金桥', '碧云社区']",设计,数据分析,大专,数据服务,2351258,"绩效奖金,股票期权,弹性工作,带薪年假",数据分析师,"['分析师', '数据分析', '数据']",10k-15k,1-3年
上海,117258,150-500人,"['田林', '漕河泾', '漕宝路']",金融,风控,本科,"移动互联网,金融",1533700,五险一金 13薪 弹性工作 股权激励,（互联网金融）数据统计分析师,"['分析师', '金融', '数据']",10k-20k,1-3年
上海,47457,15-50人,,技术,数据开发,本科,"移动互联网,数据服务",2073334,节日福利，弹性工作时间，团建活动等,流量数据分析师,"['分析师', '数据分析', '数据挖掘', '数据']",3k-6k,1-3年
上海,42021,15-50人,,设计,用户研究,硕士,"移动互联网,游戏",2394800,年薪15薪以上，期权股权不是梦想,数据分析师,"['分析师', '数据分析', '数据']",10k-20k,1-3年
上海,32042,150-500人,"['金杨新村', '金桥', '碧云社区']",技术,运维安全,本科,"移动互联网,金融",1212733,带薪年假 上班不打卡,数据建模与分析师,"['数据仓库', '分析师', '数据', '建模']",10k-20k,1-3年
上海,65665,50-150人,,运营,运营,大专,"移动互联网,O2O",2351452,带薪年假，员工旅游，五险一金，弹性工时,数据分析师,"['分析师', '数据分析', '数据']",15k-20k,1-3年
上海,28095,50-150人,,金融类,天使投资/VC/PE,本科,金融,2580542,"精品投行,优秀团队,氛围轻松",分析师,"['FA', '行业研究', '分析师']",10k-15k,1年以下
上海,70728,50-150人,"['田林', '漕河泾', '虹桥']",运营,运营,不限,"移动互联网,数据服务",2398667,高薪等你来挑战！,数据分析师,"['分析师', '数据分析', '数据']",8k-15k,1-3年
上海,108705,50-150人,,技术,后端开发,硕士,"其他,电子商务",2214003,五险一金 休假 绩效奖 年终奖 过节费,数据分析师,"['分析师', '数据分析', '数据']",9k-16k,1-3年
上海,54816,500-2000人,"['万源城', '漕宝路', '东兰路']",设计,数据分析,本科,移动互联网,1886873,弹性工作 工作环境好 高效团队,高级数据分析师,"['分析师', '数据分析', '数据']",12k-15k,1-3年
上海,6636,2000人以上,"['北新泾', '长征', '金沙江路']",技术,运维安全,本科,"移动互联网,旅游",1645655,发展好，培训多，平台赞，福利佳,初级数据分析师,"['分析师', '数据分析', 'MySQL', '数据']",6k-12k,1-3年
上海,93989,少于15人,['老闵行'],产品,产品经理,博士,企业服务,2530002,"五险一金,带薪年假,晋升空间大,免费餐饮",高级数据分析师（产品方向）,"['分析师', '产品经理', '数据分析', '产品', '数据']",8k-12k,1-3年
上海,5142,2000人以上,,金融,风控,本科,"社交网络,金融",2512507,上市公司 互联网金融 专业团队,数据分析师,"['分析师', '数据分析', '数据']",10k-15k,1-3年
上海,64114,15-50人,,产品,产品经理,大专,游戏,2056841,福利待遇优，发展晋升空间大,游戏产品数据分析师,"['分析师', '数据分析', '产品', '游戏', '数据']",8k-15k,1-3年
上海,21236,500-2000人,"['漕宝路', '田林', '漕河泾']",运营,运营,本科,"移动互联网,医疗健康",1969409,周末双休 带薪年假 人才推荐奖 节日福利,数据分析师-移动端用户行为分析（埋点）,"['移动', '分析师', '数据分析', '移动端', '数据']",6k-10k,1-3年
上海,35713,2000人以上,,市场与销售,数据分析,本科,企业服务,2388205,"业内最专业,数据可视化,大平台",行业分析师,"['商业', '分析师']",10k-17k,1-3年
上海,5674,50-150人,"['斜土路', '打浦桥', '鲁班路']",金融,天使投资/VC/PE,本科,"金融,移动互联网",2468537,扁平化管理，弹性工作，发展空间大,财经编辑/分析师,"['分析师', '编辑', '财经']",8k-15k,1-3年
上海,111512,15-50人,"['康建', '桃浦']",技术,后端开发,本科,"移动互联网,数据服务",1961101,股权激励、年终奖金、绩效奖金、岗位晋升,数据工程师,['数据'],15k-25k,1-3年
上海,36149,2000人以上,['张江'],运营/编辑/客服,运营,本科,金融,2578438,"五险一金,绩效奖金,交通便利",数据专员,"['数据', '专员']",4k-6k,1-3年
上海,36849,500-2000人,,技术,后端开发,本科,电子商务,2433177,"互联网电商,大数据平台,技术氛围好",大数据开发工程师,"['大数据', '数据库', '数据']",15k-20k,1-3年
上海,66311,500-2000人,"['世纪公园', '联洋', '洋泾']",技术,后端开发,本科,"移动互联网,金融",1230042,薪资优待 福利完善,大数据开发工程师,"['大数据', '数据库', '数据']",15k-25k,1-3年
上海,122536,150-500人,['张江'],技术,数据开发,本科,"移动互联网,电子商务",2188681,国家法定假日五险一金、节日礼品、生日福利,大数据算法工程师（模型和分析）,"['搜索', '大数据', '数据', '算法']",20k-25k,1-3年
上海,30533,500-2000人,"['交通大学', '虹桥', '徐家汇']",技术,高端技术职位,本科,"移动互联网,O2O",1438019,五险一金，带薪年假，工作环境好，前景好,大数据研发工程师,"['大数据', '数据']",20k-30k,1-3年
上海,34331,50-150人,"['万源城', '静安新城', '漕宝路']",运营/编辑/客服,运营,大专,"移动互联网,社交网络",2581412,领导好、福利赞、发展迅猛,数据分析主管,"['数据', '数据分析']",7k-10k,1-3年
上海,42029,50-150人,,技术,数据开发,不限,金融,2052967,"技术驱动,区块链技术,硅谷文化,多元化团队",数据工程师 / Data Engineer,"['数据挖掘', '数据']",10k-20k,1-3年
上海,7030,150-500人,,技术,后端开发,本科,"移动互联网,数据服务",2286790,7亿用户量产品公司、待遇从优、牛人云集~,大数据工程师,"['大数据', '数据']",15k-30k,1-3年
上海,51480,2000人以上,,市场与销售,市场/营销,本科,移动互联网,2284485,业务发展迅速、平台大、成长快、团队氛围好,数据/业务分析师,"['分析师', '数据']",10k-18k,1-3年
上海,34331,50-150人,"['万源城', '静安新城', '漕宝路']",运营/编辑/客服,运营,不限,"移动互联网,社交网络",2581935,"老板逗逼,大牛云集,弹性时间,福利暖心",数据分析主管,"['数据', '数据分析']",6k-8k,1-3年
上海,37566,15-50人,,运营,运营,本科,数据服务,2566650,"双休,五险一金,13薪",互联网数据分析师,,8k-10k,1-3年
上海,62777,150-500人,"['漕宝路', '田林', '漕河泾']",技术,后端开发,本科,"移动互联网,数据服务",1145187,工作氛围佳；优秀团队；公司发展前景好,大数据开发工程师,"['大数据', '数据库', '数据']",10k-15k,1-3年
上海,34683,500-2000人,,技术,后端开发,本科,金融,2462445,C轮 技术金融 美式氛围 无限量零食饮料,大数据工程师,"['大数据', '数据']",15k-25k,1-3年
上海,22246,50-150人,"['岳阳', '肇嘉浜路', '徐家汇']",职能,行政,不限,移动互联网,643853,工作环境好 氛围融洽 能学到工作经验,数据处理助理,['数据'],3k-4k,1-3年
上海,30533,500-2000人,"['交通大学', '虹桥', '徐家汇']",技术,后端开发,本科,"移动互联网,O2O",2530621,弹性工作、五险一金、大牛如云,大数据开发工程师,"['大数据', '数据库', '数据']",15k-30k,1-3年
上海,9343,500-2000人,"['交通大学', '徐家汇', '淮海西路']",技术,后端开发,本科,移动互联网,1718044,公司核心技术 想法到产品快速落地,大数据开发工程师,"['大数据', '数据库', '数据']",13k-25k,1-3年
上海,165,500-2000人,"['长阳路', '周家嘴路', '黄兴公园']",技术,后端开发,本科,数据服务,2327616,快速发展,大数据开发工程师,"['大数据', '数据库', '数据']",15k-25k,1-3年
上海,154804,15-50人,['漕河泾'],开发/测试/运维类,数据开发,本科,"数据服务,移动互联网",2578380,"发展前景好,工作气氛佳",大数据开发,"['初级', '数据分析', '算法', '大数据', '数据库', '数据']",4k-6k,1年以下
上海,64597,50-150人,"['瑞金宾馆区', '瑞金医院', '打浦桥']",产品/需求/项目类,数据分析,本科,"移动互联网,教育",2576426,"市中心办公,五险一金,周末双休",数据分析,"['数据分析', '数据']",5k-8k,1-3年
上海,91625,150-500人,"['虹桥', '虹梅路', '田林']",运营/编辑/客服,运营,大专,"移动互联网,O2O",2573723,五险一金 免费班车 餐补 免费体检,数据分析专员,"['数据', '数据分析']",4k-6k,1年以下
上海,41486,15-50人,['漕河泾'],技术,后端开发,本科,"电子商务,广告营销",2368754,"优秀团队,弹性工作,快速发展,零食饮料",数据/爬虫工程师,"['爬虫', '数据']",10k-20k,1-3年
上海,157159,150-500人,['中山公园'],产品/需求/项目类,数据分析,本科,"数据服务,移动互联网",2578925,"弹性工作制,扁平化管理,技术氛围",大数据工程师,"['大数据', '数据']",10k-20k,1-3年
上海,34683,500-2000人,"['东方路', '塘桥', '潍坊']",市场与销售,市场/营销,本科,金融,2408992,"氛围轻松,五险一金,弹性时间,免费零食",反欺诈数据分析师,"['分析师', '数据分析', '数据']",7k-12k,1-3年
上海,26962,2000人以上,"['东方路', '塘桥', '世纪公园']",技术,后端开发,硕士,金融,2340417,福利好 待遇佳 平台大,大数据工程师,"['大数据', '数据']",15k-25k,1-3年
上海,5918,2000人以上,"['长征', '金沙江路', '长风公园']",技术,后端开发,本科,"电子商务,旅游",2399464,14薪，员工内部价旅游，定期团建,初级大数据开发工程师,"['大数据', '数据库', '数据']",8k-15k,1-3年
上海,51480,2000人以上,"['长征', '金沙江路', '梅川路']",技术,后端开发,本科,移动互联网,2400018,团队梦想级，晋升空间大，公司平台大~,大数据开发工程师,"['大数据', '数据库', '数据']",15k-30k,1-3年
上海,40644,50-150人,,运营,运营,本科,"移动互联网,数据服务",2458723,薪资福利好，发展空间大,数据分析经理,"['数据分析', '数据']",6k-9k,1-3年
上海,10215,500-2000人,"['汶水路', '大宁路', '闸北公园']",技术,后端开发,本科,游戏,2104794,五险一金，补充医疗，餐费补贴，美女多,数据仓库工程师,"['数据仓库', '数据']",15k-30k,1-3年
上海,73937,150-500人,"['上海电视台', '南京西路', '人民广场']",技术,运维安全,本科,移动互联网,2491205,"补充公积金,弹性工作制,补充医疗,年终奖",ETL工程师/数据研发工程师,"['ETL', '数据库', '数据']",10k-20k,1-3年
上海,28095,50-150人,,开发/测试/运维类,软件开发,本科,金融,2524620,"五险二金,互联网文化,年轻团队,交通便利",BI数据分析师,"['分析师', '数据分析', '数据', 'BI']",8k-16k,1-3年
上海,27155,2000人以上,"['外滩', '南京东路', '人民广场']",技术,DBA,本科,金融,1803566,良好的团队氛围和职业发展平台,大数据工程师,"['大数据', '数据']",15k-25k,1-3年
