Duration (ms),Start date,End date,Start station,End station,Bike number,Member type
125144,2017/1/1 15:54,2017/1/1 15:56,21st St & Constitution Ave NW,19th St & Constitution Ave NW,W22423,Member
212534,2017/1/1 15:54,2017/1/1 15:57,12th & Army Navy Dr,18th & Eads St.,W20581,Member
1778944,2017/1/1 15:54,2017/1/1 16:23,Jefferson Dr & 14th St SW,18th St & Pennsylvania Ave NW,W22067,Casual
416046,2017/1/1 15:54,2017/1/1 16:01,Georgia & New Hampshire Ave NW,Park Rd & Holmead Pl NW,W21004,Member
718607,2017/1/1 15:54,2017/1/1 16:06,15th & East Capitol St NE,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W00401,Member
324501,2017/1/1 15:54,2017/1/1 15:59,8th & H St NW,8th & O St NW,W22117,Member
434250,2017/1/1 15:54,2017/1/1 16:01,12th & Army Navy Dr,12th & Army Navy Dr,W21825,Member
1718343,2017/1/1 15:55,2017/1/1 16:23,Jefferson Dr & 14th St SW,18th St & Pennsylvania Ave NW,W22769,Casual
389574,2017/1/1 15:55,2017/1/1 16:01,4th & East Capitol St NE,3rd & H St NE,W22834,Member
604506,2017/1/1 15:55,2017/1/1 16:05,14th & G St NW,19th & L St NW,W20030,Member
1712193,2017/1/1 15:55,2017/1/1 16:23,Jefferson Dr & 14th St SW,18th St & Pennsylvania Ave NW,W00575,Casual
888247,2017/1/1 15:55,2017/1/1 16:10,Florida Ave & R St NW,New Hampshire Ave & 24th St NW,W00928,Member
1298069,2017/1/1 15:55,2017/1/1 16:17,17th & Corcoran St NW,Potomac & Pennsylvania Ave SE,W21030,Member
1068599,2017/1/1 15:55,2017/1/1 16:13,14th & V St NW,34th St & Wisconsin Ave NW,W00378,Member
510941,2017/1/1 15:55,2017/1/1 16:04,Constitution Ave & 2nd St NW/DOL,6th & H St NE,W01401,Member
1211909,2017/1/1 15:55,2017/1/1 16:15,7th & T St NW,13th & H St NE,W20402,Member
372204,2017/1/1 15:55,2017/1/1 16:01,15th & P St NW,New Hampshire Ave & T St NW,W21520,Member
124747,2017/1/1 15:55,2017/1/1 15:57,5th & K St NW,3rd & H St NW,W21333,Member
4355981,2017/1/1 15:56,2017/1/1 17:09,Jefferson Dr & 14th St SW,USDA / 12th & Independence Ave SW,W00522,Casual
573651,2017/1/1 15:56,2017/1/1 16:06,15th & K St NW,Thomas Circle,W22725,Member
1668790,2017/1/1 15:56,2017/1/1 16:24,19th St & Constitution Ave NW,13th & D St NE,W01269,Member
1846856,2017/1/1 15:56,2017/1/1 16:27,Constitution Ave & 2nd St NW/DOL,17th St & Independence Ave SW,W00595,Casual
267620,2017/1/1 15:56,2017/1/1 16:01,8th & O St NW,7th & T St NW,W20090,Member
409908,2017/1/1 15:56,2017/1/1 16:03,Georgia Ave and Fairmont St NW,Georgia & New Hampshire Ave NW,W22064,Member
305710,2017/1/1 15:56,2017/1/1 16:02,8th & O St NW,14th & Rhode Island Ave NW,W00124,Member
1323103,2017/1/1 15:57,2017/1/1 16:19,Columbus Circle / Union Station,4th St & Madison Dr NW,W01043,Casual
1553669,2017/1/1 15:57,2017/1/1 16:23,14th St & Spring Rd NW,8th & D St NW,W01255,Member
1753090,2017/1/1 15:57,2017/1/1 16:26,Georgetown Harbor / 30th St NW,C & O Canal & Wisconsin Ave NW,W21539,Casual
940536,2017/1/1 15:57,2017/1/1 16:13,Fenton St & New York Ave ,Carroll & Westmoreland Ave,W22680,Member
1530025,2017/1/1 15:57,2017/1/1 16:23,14th St & Spring Rd NW,8th & D St NW,W21589,Member
1289956,2017/1/1 15:57,2017/1/1 16:19,Columbus Circle / Union Station,4th St & Madison Dr NW,W01347,Casual
435388,2017/1/1 15:57,2017/1/1 16:05,15th & P St NW,12th & L St NW,W22107,Member
1806251,2017/1/1 15:57,2017/1/1 16:27,Constitution Ave & 2nd St NW/DOL,17th St & Independence Ave SW,W00606,Casual
726512,2017/1/1 15:57,2017/1/1 16:09,Mount Vernon Ave & Kennedy St,King St Metro South,W01107,Member
703813,2017/1/1 15:58,2017/1/1 16:09,4th St & Madison Dr NW,Smithsonian-National Mall / Jefferson Dr & 12th St SW,W20254,Member
1581580,2017/1/1 15:58,2017/1/1 16:24,20th & Crystal Dr,Madison & Fairfax St,W01283,Member
552770,2017/1/1 15:58,2017/1/1 16:07,7th & R St NW / Shaw Library,22nd & P ST NW,W21113,Member
1367218,2017/1/1 15:58,2017/1/1 16:21,17th & Corcoran St NW,Potomac & Pennsylvania Ave SE,W21328,Member
1288375,2017/1/1 15:58,2017/1/1 16:19,Columbus Circle / Union Station,4th St & Madison Dr NW,W22215,Casual
168543,2017/1/1 15:58,2017/1/1 16:01,18th & R St NW,16th & R St NW,W22632,Member
1539934,2017/1/1 15:58,2017/1/1 16:24,20th & Crystal Dr,Madison & Fairfax St,W23095,Member
294429,2017/1/1 15:59,2017/1/1 16:04,11th & S St NW,8th & O St NW,W22414,Member
797899,2017/1/1 15:59,2017/1/1 16:12,14th & Rhode Island Ave NW,5th St & Massachusetts Ave NW,W21770,Member
632274,2017/1/1 15:59,2017/1/1 16:09,USDA / 12th & Independence Ave SW,17th & K St NW,W00869,Member
624289,2017/1/1 15:59,2017/1/1 16:09,Independence Ave & L'Enfant Plaza SW/DOE,5th St & Massachusetts Ave NW,W22561,Member
238046,2017/1/1 15:59,2017/1/1 16:03,Massachusetts Ave & Dupont Circle NW,17th & Corcoran St NW,W00954,Member
1358640,2017/1/1 15:59,2017/1/1 16:22,11th & H St NE,13th St & New York Ave NW,W21985,Member
615485,2017/1/1 15:59,2017/1/1 16:09,4th St & Madison Dr NW,Smithsonian-National Mall / Jefferson Dr & 12th St SW,W21357,Member
1804143,2017/1/1 16:00,2017/1/1 16:30,14th St & New York Ave NW,34th & Water St NW,W00802,Member
743146,2017/1/1 16:00,2017/1/1 16:12,16th & Harvard St NW,3rd & Elm St NW,W21648,Member
1819136,2017/1/1 16:00,2017/1/1 16:30,14th St & New York Ave NW,34th & Water St NW,W22684,Member
782781,2017/1/1 16:00,2017/1/1 16:13,5th St & Massachusetts Ave NW,1st & K St SE,W23096,Member
683490,2017/1/1 16:00,2017/1/1 16:11,1st & H St NW,14th & Rhode Island Ave NW,W22698,Member
2097086,2017/1/1 16:00,2017/1/1 16:35,Jefferson Memorial,Hains Point/Buckeye & Ohio Dr SW,W01345,Casual
2088842,2017/1/1 16:00,2017/1/1 16:35,Jefferson Memorial,Hains Point/Buckeye & Ohio Dr SW,W20449,Casual
1092520,2017/1/1 16:01,2017/1/1 16:19,Jefferson Dr & 14th St SW,15th & K St NW,W21052,Casual
1090410,2017/1/1 16:01,2017/1/1 16:19,Jefferson Dr & 14th St SW,15th & K St NW,W22109,Casual
1067633,2017/1/1 16:01,2017/1/1 16:19,17th & G St NW,15th & K St NW,W21842,Member
1354919,2017/1/1 16:01,2017/1/1 16:24,1st & Rhode Island Ave NW,14th & V St NW,W22033,Member
2019437,2017/1/1 16:01,2017/1/1 16:35,Jefferson Memorial,Hains Point/Buckeye & Ohio Dr SW,W00276,Casual
818928,2017/1/1 16:01,2017/1/1 16:15,Adams Mill & Columbia Rd NW,36th & Calvert St NW / Glover Park,W00778,Member
1281470,2017/1/1 16:01,2017/1/1 16:23,Lincoln Memorial,4th & E St SW,W20997,Casual
181592,2017/1/1 16:01,2017/1/1 16:04,4th & M St SW,4th & E St SW,W22729,Member
768243,2017/1/1 16:02,2017/1/1 16:14,16th & Harvard St NW,22nd & P ST NW,W00324,Member
1238105,2017/1/1 16:02,2017/1/1 16:23,Lincoln Memorial,4th & E St SW,W20100,Casual
1236908,2017/1/1 16:02,2017/1/1 16:23,Lincoln Memorial,4th & E St SW,W20742,Casual
545125,2017/1/1 16:02,2017/1/1 16:11,16th & R St NW,21st & M St NW,W21717,Member
1041415,2017/1/1 16:02,2017/1/1 16:20,34th St & Wisconsin Ave NW,14th & Belmont St NW,W00694,Member
542718,2017/1/1 16:03,2017/1/1 16:12,14th & V St NW,Calvert St & Woodley Pl NW,W00182,Member
988907,2017/1/1 16:03,2017/1/1 16:19,Jefferson Dr & 14th St SW,15th & K St NW,W21037,Casual
1200708,2017/1/1 16:03,2017/1/1 16:23,Lincoln Memorial,4th & E St SW,W22897,Casual
262320,2017/1/1 16:03,2017/1/1 16:07,Lincoln Park / 13th & East Capitol St NE ,13th & H St NE,W22274,Member
995685,2017/1/1 16:03,2017/1/1 16:19,Jefferson Dr & 14th St SW,15th & K St NW,W20202,Casual
1227603,2017/1/1 16:03,2017/1/1 16:23,Lincoln Memorial,4th & E St SW,W22888,Casual
462997,2017/1/1 16:03,2017/1/1 16:11,Gallaudet / 8th St & Florida Ave NE,3rd & M St NE,W21957,Casual
691222,2017/1/1 16:03,2017/1/1 16:15,16th & Harvard St NW,11th & S St NW,W20373,Member
313814,2017/1/1 16:03,2017/1/1 16:09,8th & O St NW,15th & P St NW,W00367,Member
325076,2017/1/1 16:04,2017/1/1 16:09,8th & O St NW,15th & P St NW,W01486,Member
418099,2017/1/1 16:04,2017/1/1 16:11,3rd & M St NE,New Jersey Ave & N St NW/Dunbar HS,W20716,Member
483943,2017/1/1 16:04,2017/1/1 16:12,14th St & Spring Rd NW,14th & Girard St NW,W22689,Member
497058,2017/1/1 16:04,2017/1/1 16:12,Mount Vernon Ave & Kennedy St,S Glebe & Potomac Ave,W22140,Member
1031391,2017/1/1 16:04,2017/1/1 16:21,Oklahoma Ave & D St NE,3rd & Tingey St SE,W20009,Member
593756,2017/1/1 16:04,2017/1/1 16:14,37th & O St NW / Georgetown University,Wisconsin Ave & O St NW,W22267,Casual
301063,2017/1/1 16:04,2017/1/1 16:09,Maryland Ave & E St NE,Columbus Circle / Union Station,W00213,Member
957766,2017/1/1 16:05,2017/1/1 16:21,8th & D St NW,1st & K St SE,W01309,Member
949062,2017/1/1 16:05,2017/1/1 16:21,Powhatan St & Bashford Ln,Duke St & John Carlyle St,W22549,Member
262671,2017/1/1 16:05,2017/1/1 16:10,5th & K St NW,1st & O St NW,W00946,Member
135974,2017/1/1 16:05,2017/1/1 16:08,3000 Connecticut Ave NW / National Zoo,Connecticut Ave & Newark St NW / Cleveland Park,W01393,Member
6638544,2017/1/1 16:05,2017/1/1 17:56,22nd & I St NW / Foggy Bottom,19th St & Pennsylvania Ave NW,W22034,Casual
879015,2017/1/1 16:05,2017/1/1 16:20,10th & U St NW,14th St & Spring Rd NW,W21508,Member
202594,2017/1/1 16:05,2017/1/1 16:09,14th & R St NW,12th & U St NW,W21979,Member
433845,2017/1/1 16:05,2017/1/1 16:13,Lincoln Park / 13th & East Capitol St NE ,8th & Eye St SE / Barracks Row,W00907,Member
741029,2017/1/1 16:05,2017/1/1 16:18,10th & K St NW,1st & M St NE,W21775,Member
634079,2017/1/1 16:06,2017/1/1 16:16,6th & H St NE,Eastern Market / 7th & North Carolina Ave SE,W23161,Member
288950,2017/1/1 16:06,2017/1/1 16:11,3rd & H St NE,D St & Maryland Ave NE,W20377,Member
830950,2017/1/1 16:06,2017/1/1 16:20,10th & U St NW,14th St & Spring Rd NW,W22057,Member
577224,2017/1/1 16:06,2017/1/1 16:15,6th & H St NE,Eastern Market / 7th & North Carolina Ave SE,W01401,Member
6630410,2017/1/1 16:06,2017/1/1 17:56,22nd & I St NW / Foggy Bottom,19th St & Pennsylvania Ave NW,W22284,Casual
250295,2017/1/1 16:06,2017/1/1 16:10,7th & R St NW / Shaw Library,1st & Rhode Island Ave NW,W20186,Member
749580,2017/1/1 16:06,2017/1/1 16:18,3rd & H St NE,3rd & Tingey St SE,W22610,Member
1243256,2017/1/1 16:06,2017/1/1 16:27,Jefferson Dr & 14th St SW,Lincoln Memorial,W20439,Casual
345848,2017/1/1 16:06,2017/1/1 16:12,11th & H St NE,Columbus Circle / Union Station,W20905,Member
1245759,2017/1/1 16:06,2017/1/1 16:27,Jefferson Dr & 14th St SW,Lincoln Memorial,W01311,Casual
898246,2017/1/1 16:06,2017/1/1 16:21,Constitution Ave & 2nd St NW/DOL,5th & K St NW,W23151,Member
806716,2017/1/1 16:06,2017/1/1 16:20,North Capitol St & F St NW,Georgia Ave and Fairmont St NW,W00384,Member
283827,2017/1/1 16:07,2017/1/1 16:11,Potomac & Swann Ave,Potomac Ave & Main Line Blvd,W01204,Member
3464795,2017/1/1 16:07,2017/1/1 17:04,Constitution Ave & 2nd St NW/DOL,Rhode Island & Connecticut Ave NW,W22127,Casual
607785,2017/1/1 16:07,2017/1/1 16:17,Georgetown Harbor / 30th St NW,21st & M St NW,W00450,Member
2393131,2017/1/1 16:07,2017/1/1 16:47,Thomas Circle,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W21754,Member
489592,2017/1/1 16:07,2017/1/1 16:15,Battery Ln & Trolley Trail,Bethesda Ave & Arlington Rd,W01376,Member
790622,2017/1/1 16:08,2017/1/1 16:21,North Capitol St & F St NW,10th & U St NW,W20152,Member
2339683,2017/1/1 16:08,2017/1/1 16:47,Thomas Circle,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W20930,Member
3396295,2017/1/1 16:08,2017/1/1 17:05,Constitution Ave & 2nd St NW/DOL,Rhode Island & Connecticut Ave NW,W21233,Casual
147103,2017/1/1 16:08,2017/1/1 16:10,New Hampshire Ave & T St NW,20th St & Florida Ave NW,W20838,Member
302339,2017/1/1 16:08,2017/1/1 16:13,Lee Hwy & N Adams St,Clarendon Blvd & N Fillmore St,W21737,Member
1320238,2017/1/1 16:08,2017/1/1 16:30,New Hampshire Ave & T St NW,14th St & New York Ave NW,W22595,Member
316944,2017/1/1 16:08,2017/1/1 16:13,Thomas Circle,Thomas Circle,W22725,Member
781139,2017/1/1 16:08,2017/1/1 16:21,Constitution Ave & 2nd St NW/DOL,5th & K St NW,W21892,Casual
204994,2017/1/1 16:08,2017/1/1 16:12,Mount Vernon Ave & E Del Ray Ave,Mount Vernon Ave & E Nelson Ave,W21587,Member
327443,2017/1/1 16:09,2017/1/1 16:14,19th & L St NW,20th & E St NW,W20030,Member
1423808,2017/1/1 16:09,2017/1/1 16:33,S Joyce & Army Navy Dr,S Joyce & 16th St S,W22793,Member
3328485,2017/1/1 16:09,2017/1/1 17:04,Constitution Ave & 2nd St NW/DOL,Rhode Island & Connecticut Ave NW,W20204,Casual
235281,2017/1/1 16:09,2017/1/1 16:13,15th & Euclid St  NW,California St & Florida Ave NW,W21106,Member
797007,2017/1/1 16:09,2017/1/1 16:22,15th & P St NW,1st & Rhode Island Ave NW,W22592,Member
3093536,2017/1/1 16:09,2017/1/1 17:01,4th & C St SW,New Hampshire Ave & 24th St NW,W22775,Casual
1839047,2017/1/1 16:10,2017/1/1 16:40,4th & M St SW,17th St & Massachusetts Ave NW,W20368,Member
995222,2017/1/1 16:10,2017/1/1 16:26,11th & M St NW,Washington & Independence Ave SW/HHS,W22533,Member
1314440,2017/1/1 16:10,2017/1/1 16:32,Lincoln Memorial,4th & C St SW,W00468,Casual
908818,2017/1/1 16:10,2017/1/1 16:25,13th & H St NE,Rhode Island Ave Metro,W22274,Member
454181,2017/1/1 16:10,2017/1/1 16:18,15th & Crystal Dr,15th & Crystal Dr,W21105,Member
600106,2017/1/1 16:10,2017/1/1 16:20,New Jersey Ave & L St NW,10th & U St NW,W20525,Member
1693194,2017/1/1 16:10,2017/1/1 16:38,5th & K St NW,Smithsonian-National Mall / Jefferson Dr & 12th St SW,W00736,Member
3020594,2017/1/1 16:10,2017/1/1 17:01,4th & C St SW,New Hampshire Ave & 24th St NW,W23117,Casual
1258421,2017/1/1 16:11,2017/1/1 16:32,Lincoln Memorial,4th & C St SW,W00577,Casual
2972148,2017/1/1 16:11,2017/1/1 17:00,Henry Bacon Dr & Lincoln Memorial Circle NW,1st & M St NE,W21157,Casual
1261009,2017/1/1 16:11,2017/1/1 16:32,Lincoln Memorial,4th & C St SW,W22358,Casual
1277021,2017/1/1 16:11,2017/1/1 16:32,Hains Point/Buckeye & Ohio Dr SW,Metro Center / 12th & G St NW,W00890,Member
2962906,2017/1/1 16:11,2017/1/1 17:00,Henry Bacon Dr & Lincoln Memorial Circle NW,1st & M St NE,W22080,Casual
1555751,2017/1/1 16:11,2017/1/1 16:37,Lincoln Memorial,36th & Calvert St NW / Glover Park,W21198,Casual
626962,2017/1/1 16:12,2017/1/1 16:22,Wisconsin Ave & O St NW,California St & Florida Ave NW,W21131,Member
1412854,2017/1/1 16:12,2017/1/1 16:35,Jefferson Dr & 14th St SW,Jefferson Memorial,W21202,Casual
1065416,2017/1/1 16:12,2017/1/1 16:30,17th & K St NW,Connecticut Ave & Newark St NW / Cleveland Park,W01101,Member
555941,2017/1/1 16:12,2017/1/1 16:21,14th & Girard St NW,Convention Center / 7th & M St NW,W22689,Member
351363,2017/1/1 16:12,2017/1/1 16:18,Saint Asaph St & Pendleton  St,Market Square / King St & Royal St,W22325,Member
1383032,2017/1/1 16:12,2017/1/1 16:35,Jefferson Dr & 14th St SW,Jefferson Memorial,W22249,Casual
343881,2017/1/1 16:12,2017/1/1 16:18,Saint Asaph St & Pendleton  St,Market Square / King St & Royal St,W00093,Member
421581,2017/1/1 16:12,2017/1/1 16:19,9th & Upshur St NW,Park Rd & Holmead Pl NW,W00483,Member
1037064,2017/1/1 16:13,2017/1/1 16:30,3rd & H St NE,1st & Rhode Island Ave NW,W22834,Member
560704,2017/1/1 16:13,2017/1/1 16:22,3rd & H St NE,1st & O St NW,W20486,Member
939566,2017/1/1 16:13,2017/1/1 16:29,8th & H St NW,15th & K St NW,W22524,Casual
922601,2017/1/1 16:13,2017/1/1 16:29,8th & H St NW,15th & K St NW,W01189,Casual
503353,2017/1/1 16:14,2017/1/1 16:22,Eastern Market Metro / Pennsylvania Ave & 7th St SE,4th & E St SW,W21397,Member
1028203,2017/1/1 16:14,2017/1/1 16:31,14th St & Spring Rd NW,11th & M St NW,W20013,Member
525874,2017/1/1 16:14,2017/1/1 16:23,15th & L St NW,New Jersey Ave & R St NW,W20858,Member
587092,2017/1/1 16:14,2017/1/1 16:24,1st & K St SE,2nd St & Massachusetts Ave NE,W01217,Member
684952,2017/1/1 16:14,2017/1/1 16:25,22nd & P ST NW,12th & L St NW,W21832,Member
778639,2017/1/1 16:14,2017/1/1 16:27,14th & V St NW,Calvert St & Woodley Pl NW,W22631,Member
471075,2017/1/1 16:15,2017/1/1 16:22,14th & G St NW,Jefferson Dr & 14th St SW,W20493,Casual
1037934,2017/1/1 16:15,2017/1/1 16:32,Crystal City Metro / 18th & Bell St,Potomac & Swann Ave,W20761,Casual
1565960,2017/1/1 16:15,2017/1/1 16:41,4th St & Madison Dr NW,Lincoln Memorial,W22774,Casual
1553160,2017/1/1 16:15,2017/1/1 16:41,4th St & Madison Dr NW,Lincoln Memorial,W22161,Casual
1542543,2017/1/1 16:15,2017/1/1 16:41,4th St & Madison Dr NW,Lincoln Memorial,W22223,Member
2766659,2017/1/1 16:15,2017/1/1 17:01,Jefferson Dr & 14th St SW,17th & K St NW / Farragut Square,W22349,Casual
1001061,2017/1/1 16:15,2017/1/1 16:32,Crystal City Metro / 18th & Bell St,Potomac & Swann Ave,W21502,Casual
402504,2017/1/1 16:15,2017/1/1 16:22,14th & G St NW,Jefferson Dr & 14th St SW,W20422,Casual
1438862,2017/1/1 16:15,2017/1/1 16:39,Jefferson Memorial,Washington & Independence Ave SW/HHS,W21878,Casual
1343080,2017/1/1 16:15,2017/1/1 16:38,11th & S St NW,4th & C St SW,W20936,Member
243817,2017/1/1 16:15,2017/1/1 16:19,8th & O St NW,11th & S St NW,W22117,Member
1407091,2017/1/1 16:16,2017/1/1 16:39,Jefferson Memorial,Washington & Independence Ave SW/HHS,W20789,Casual
200418,2017/1/1 16:16,2017/1/1 16:19,7th & R St NW / Shaw Library,Convention Center / 7th & M St NW,W01310,Casual
935255,2017/1/1 16:16,2017/1/1 16:31,1st & M St NE,1st & K St SE,W00991,Member
1816242,2017/1/1 16:16,2017/1/1 16:47,17th & G St NW,Henry Bacon Dr & Lincoln Memorial Circle NW,W01195,Casual
650093,2017/1/1 16:16,2017/1/1 16:27,4th St & Madison Dr NW,17th St & Independence Ave SW,W01004,Casual
1138571,2017/1/1 16:16,2017/1/1 16:35,6th & H St NE,Convention Center / 7th & M St NW,W21814,Member
1404211,2017/1/1 16:16,2017/1/1 16:40,D St & Maryland Ave NE,D St & Maryland Ave NE,W22822,Member
397227,2017/1/1 16:16,2017/1/1 16:23,11th & F St NW,8th & H St NW,W22743,Member
1783651,2017/1/1 16:17,2017/1/1 16:46,17th & G St NW,Henry Bacon Dr & Lincoln Memorial Circle NW,W00826,Casual
1112993,2017/1/1 16:17,2017/1/1 16:35,6th & H St NE,Convention Center / 7th & M St NW,W22465,Member
619569,2017/1/1 16:17,2017/1/1 16:27,39th & Veazey St NW,3000 Connecticut Ave NW / National Zoo,W21968,Member
366146,2017/1/1 16:17,2017/1/1 16:23,3rd & G St SE,Potomac & Pennsylvania Ave SE,W22097,Member
202873,2017/1/1 16:17,2017/1/1 16:20,Court House Metro / 15th & N Uhle St ,Barton St & 10th St N,W00880,Member
362744,2017/1/1 16:17,2017/1/1 16:23,11th & F St NW,8th & H St NW,W22893,Member
903008,2017/1/1 16:17,2017/1/1 16:32,Thomas Circle,14th & V St NW,W22725,Member
620572,2017/1/1 16:18,2017/1/1 16:28,14th & G St NW,15th & P St NW,W21908,Casual
603367,2017/1/1 16:18,2017/1/1 16:28,14th & G St NW,15th & P St NW,W01208,Casual
1834055,2017/1/1 16:18,2017/1/1 16:48,New Jersey Ave & R St NW,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W21474,Member
277629,2017/1/1 16:18,2017/1/1 16:22,Calvert St & Woodley Pl NW,Harvard St & Adams Mill Rd NW,W21976,Member
949459,2017/1/1 16:18,2017/1/1 16:34,17th & K St NW,4th St & Madison Dr NW,W22424,Casual
945010,2017/1/1 16:18,2017/1/1 16:34,17th & K St NW,4th St & Madison Dr NW,W20203,Casual
620243,2017/1/1 16:18,2017/1/1 16:29,22nd & I St NW / Foggy Bottom,20th & E St NW,W22873,Member
803769,2017/1/1 16:18,2017/1/1 16:32,1st & Rhode Island Ave NW,10th & E St NW,W20186,Member
936086,2017/1/1 16:19,2017/1/1 16:34,17th & K St NW,4th St & Madison Dr NW,W20783,Casual
2981096,2017/1/1 16:19,2017/1/1 17:08,Lincoln Memorial,Jefferson Memorial,W21122,Casual
830583,2017/1/1 16:19,2017/1/1 16:33,21st & M St NW,12th & U St NW,W00450,Member
694603,2017/1/1 16:19,2017/1/1 16:30,22nd & P ST NW,14th & Belmont St NW,W22722,Member
1316705,2017/1/1 16:19,2017/1/1 16:41,8th & D St NW,4th & W St NE,W22804,Member
901684,2017/1/1 16:19,2017/1/1 16:34,15th & K St NW,14th & V St NW,W21842,Member
316431,2017/1/1 16:19,2017/1/1 16:25,Maryland Ave & E St NE,3rd & H St NE,W22606,Member
2918494,2017/1/1 16:20,2017/1/1 17:08,Lincoln Memorial,Jefferson Memorial,W20813,Casual
117723,2017/1/1 16:20,2017/1/1 16:22,11th & O St NW,8th & O St NW,W21168,Member
1107401,2017/1/1 16:20,2017/1/1 16:38,Gallaudet / 8th St & Florida Ave NE,California St & Florida Ave NW,W21774,Member
867877,2017/1/1 16:20,2017/1/1 16:34,15th & K St NW,14th & V St NW,W21052,Casual
156725,2017/1/1 16:20,2017/1/1 16:23,Pentagon City Metro / 12th & S Hayes St,Aurora Hills Community Ctr/18th & Hayes St,W21928,Member
124834,2017/1/1 16:20,2017/1/1 16:22,15th & East Capitol St NE,19th & East Capitol St SE,W21483,Member
854303,2017/1/1 16:20,2017/1/1 16:34,15th & K St NW,14th & V St NW,W22109,Casual
806199,2017/1/1 16:20,2017/1/1 16:34,California St & Florida Ave NW,8th & H St NW,W20465,Member
836830,2017/1/1 16:20,2017/1/1 16:34,15th & K St NW,14th & V St NW,W20202,Casual
824873,2017/1/1 16:21,2017/1/1 16:34,15th & K St NW,14th & V St NW,W23181,Casual
1198961,2017/1/1 16:21,2017/1/1 16:41,15th St & Massachusetts Ave SE,14th & Rhode Island Ave NW,W22315,Member
327208,2017/1/1 16:21,2017/1/1 16:27,15th & F St NE,8th & East Capitol St NE,W22214,Member
4313775,2017/1/1 16:21,2017/1/1 17:33,16th & R St NW,Jefferson Dr & 14th St SW,W01044,Casual
600955,2017/1/1 16:21,2017/1/1 16:31,Eisenhower Ave & Mill Race Ln,Royal & Wilkes St,W22621,Member
329654,2017/1/1 16:21,2017/1/1 16:27,Convention Center / 7th & M St NW,7th & F St NW / National Portrait Gallery,W22689,Member
4300210,2017/1/1 16:22,2017/1/1 17:33,16th & R St NW,Jefferson Dr & 14th St SW,W22632,Casual
379795,2017/1/1 16:22,2017/1/1 16:28,14th & Girard St NW,Georgia & New Hampshire Ave NW,W01400,Member
870054,2017/1/1 16:22,2017/1/1 16:36,14th & R St NW,12th & U St NW,W00331,Casual
887146,2017/1/1 16:22,2017/1/1 16:37,14th & R St NW,12th & U St NW,W21407,Casual
358177,2017/1/1 16:22,2017/1/1 16:28,14th & Girard St NW,Georgia & New Hampshire Ave NW,W20944,Member
493243,2017/1/1 16:22,2017/1/1 16:31,Park Rd & Holmead Pl NW,Harvard St & Adams Mill Rd NW,W00483,Member
133837,2017/1/1 16:22,2017/1/1 16:25,New Hampshire Ave & T St NW,18th & R St NW,W21520,Member
1978356,2017/1/1 16:23,2017/1/1 16:56,8th & F St NE,8th & F St NE,W21948,Member
215037,2017/1/1 16:23,2017/1/1 16:27,Georgia & New Hampshire Ave NW,Park Rd & Holmead Pl NW,W01463,Member
214490,2017/1/1 16:23,2017/1/1 16:27,Georgia & New Hampshire Ave NW,Park Rd & Holmead Pl NW,W22064,Member
320317,2017/1/1 16:23,2017/1/1 16:28,19th & L St NW,25th St & Pennsylvania Ave NW,W21008,Member
1163293,2017/1/1 16:24,2017/1/1 16:43,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Lincoln Memorial,W21843,Casual
1007532,2017/1/1 16:24,2017/1/1 16:40,Henry Bacon Dr & Lincoln Memorial Circle NW,Constitution Ave & 2nd St NW/DOL,W00678,Member
738477,2017/1/1 16:24,2017/1/1 16:36,Iwo Jima Memorial/N Meade & 14th St N,Wilson Blvd & Franklin Rd,W20804,Member
722176,2017/1/1 16:24,2017/1/1 16:36,Iwo Jima Memorial/N Meade & 14th St N,Wilson Blvd & Franklin Rd,W23250,Member
381232,2017/1/1 16:24,2017/1/1 16:31,Union Market/6th St & Neal Pl NE,2nd & G St NE,W20575,Member
860804,2017/1/1 16:24,2017/1/1 16:39,Prince St & Union St,Potomac Greens Dr & Slaters Ln,W22522,Member
216686,2017/1/1 16:24,2017/1/1 16:28,Lee Hwy & N Scott St,Clarendon Blvd & Pierce St,W21279,Member
640642,2017/1/1 16:25,2017/1/1 16:35,Metro Center / 12th & G St NW,14th & R St NW,W20524,Member
2126972,2017/1/1 16:25,2017/1/1 17:00,2nd St & Massachusetts Ave NE,21st & M St NW,W00137,Casual
2605396,2017/1/1 16:25,2017/1/1 17:08,11th & Kenyon St NW,4th & East Capitol St NE,W20816,Member
620063,2017/1/1 16:25,2017/1/1 16:35,7th & F St NW / National Portrait Gallery,1st & M St NE,W22878,Member
614777,2017/1/1 16:25,2017/1/1 16:35,7th & F St NW / National Portrait Gallery,1st & M St NE,W00420,Member
4085988,2017/1/1 16:25,2017/1/1 17:33,16th & R St NW,Jefferson Dr & 14th St SW,W21091,Casual
4062873,2017/1/1 16:26,2017/1/1 17:33,16th & R St NW,Jefferson Dr & 14th St SW,W00726,Casual
1021772,2017/1/1 16:26,2017/1/1 16:43,14th St & Spring Rd NW,Vermont Ave & I St NW,W23225,Member
